,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos
541,Calero,23,Spain,RCD Espanyol,78,84,€13M,€23K,CB,2024,72,46,69,71,79,76,La Liga,Spain,Defender,13M,23K,"Calero, CB"
542,Camacho,29,Spain,VfL Wolfsburg,78,78,€9M,€44K,CDM,2021,54,60,70,68,79,72,Bundesliga,Germany,Midfielder,9M,44K,"Camacho, CDM"
543,Camarasa,25,Spain,Crystal Palace,76,80,€10M,€46K,CM,2020,63,73,74,75,69,73,Premier League,UK,Midfielder,10M,46K,"Camarasa, CM"
544,Campaña,26,Spain,Levante UD,80,83,€18M,€31K,CM,2023,61,73,81,77,73,72,La Liga,Spain,Midfielder,18M,31K,"Campaña, CM"
545,Canales,28,Spain,Real Betis,84,84,€31.5M,€44K,CAM,2022,78,79,83,81,51,66,La Liga,Spain,Midfielder,31.5M,44K,"Canales, CAM"
546,Capa,27,Spain,Athletic Club de Bilbao,78,79,€10.5M,€23K,RB,2022,82,63,69,76,73,83,La Liga,Spain,Defender,10.5M,23K,"Capa, RB"
547,Carles Perez,21,Spain,FC Barcelona,67,82,€1.7M,€27K,RM,2020,79,71,61,70,36,51,La Liga,Spain,Midfielder,1.7M,27K,"Carles Perez, RM"
548,Carlos Blanco,23,Spain,Villarreal CF,65,72,€675K,€6K,CB,2020,33,39,52,51,66,62,La Liga,Spain,Defender,675K,6K,"Carlos Blanco, CB"
549,Carlos Fernández,23,Spain,Granada CF,75,84,€10.5M,€19K,ST,2020,67,76,58,76,27,69,La Liga,Spain,Forward,10.5M,19K,"Carlos Fernández, ST"
550,Carlos Isaac,21,Spain,Atletico Madrid,64,76,€750K,€6K,RB,2020,63,28,48,56,64,62,La Liga,Spain,Defender,750K,6K,"Carlos Isaac, RB"
551,Carlos Neva,23,Spain,Granada CF,66,73,€800K,€5K,LB,2021,73,43,54,63,65,56,La Liga,Spain,Defender,800K,5K,"Carlos Neva, LB"
552,Carlos Soler,22,Spain,Valencia CF,80,87,€21M,€36K,RM,2021,77,74,81,78,62,68,La Liga,Spain,Midfielder,21M,36K,"Carlos Soler, RM"
553,Carreira,18,Spain,RC Celta,61,76,€475K,€1K,RB,2020,63,26,46,54,60,49,La Liga,Spain,Defender,475K,1K,"Carreira, RB"
554,Carvajal,27,Spain,Real Madrid,85,86,€38M,€205K,RB,2022,81,47,78,81,82,80,La Liga,Spain,Defender,38M,205K,"Carvajal, RB"
555,Casemiro,27,Brazil,Real Madrid,87,89,€53.5M,€240K,CDM,2021,62,72,75,72,85,89,La Liga,Spain,Midfielder,53.5M,240K,"Casemiro, CDM"
556,Cedric,27,Portugal,Southampton,76,77,€7.5M,€44K,RB,2020,77,66,70,76,73,70,Premier League,UK,Defender,7.5M,44K,"Cedric, RB"
557,Cesc Fàbregas,32,Spain,AS Monaco,81,81,€13.5M,€50K,CM,2022,53,73,87,77,60,56,Ligue 1,France,Midfielder,13.5M,50K,"Cesc Fàbregas, CM"
558,Charles,35,Brazil,SD Eibar,80,80,€7M,€25K,ST,2020,60,81,61,79,35,67,La Liga,Spain,Forward,7M,25K,"Charles, ST"
559,Cheon Seong-Hoon,18,Korea Republic,FC Augsburg,58,75,€260K,€2K,ST,2023,66,54,42,55,31,57,Bundesliga,Germany,Forward,260K,2K,"Cheon Seong-Hoon, ST"
560,Chris Ramos,22,Spain,Real Valladolid CF,67,75,€1.1M,€6K,ST,2021,78,64,48,61,28,61,La Liga,Spain,Forward,1.1M,6K,"Chris Ramos, ST"
561,Chumi,20,Spain,FC Barcelona,65,82,€1.1M,€18K,CB,2020,56,36,49,53,65,65,La Liga,Spain,Defender,1.1M,18K,"Chumi, CB"
562,Clerc,27,Spain,Levante UD,73,74,€4M,€17K,LB,2022,79,56,68,75,67,74,La Liga,Spain,Defender,4M,17K,"Clerc, LB"
563,Coke,32,Spain,Levante UD,78,78,€6.5M,€24K,RB,2022,74,66,71,74,78,72,La Liga,Spain,Defender,6.5M,24K,"Coke, RB"
564,Córdoba,22,Spain,Athletic Club de Bilbao,77,83,€12M,€23K,LW,2022,83,71,71,81,64,70,La Liga,Spain,Forward,12M,23K,"Córdoba, LW"
565,Costa Ferreira,28,Portugal,Lecce,63,63,€375K,€4K,CAM,2024,67,55,57,66,28,59,Serie A,Italy,Midfielder,375K,4K,"Costa Ferreira, CAM"
566,Cote,29,Spain,SD Eibar,79,79,€10.5M,€27K,LB,2020,69,54,75,74,79,69,La Liga,Spain,Defender,10.5M,27K,"Cote, LB"
567,Coutinho,27,Brazil,FC Bayern Munchen,86,86,€46.5M,€175K,LW,2020,79,80,84,90,52,64,Bundesliga,Germany,Forward,46.5M,175K,"Coutinho, LW"
568,Cristian López,30,Spain,Angers SCO,71,71,€2.3M,€16K,ST,2020,71,68,49,67,31,78,Ligue 1,France,Forward,2.3M,16K,"Cristian López, ST"
569,Cristian Rivero,21,Spain,Valencia CF,67,77,€975K,€5K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,975K,5K,"Cristian Rivero, GK"
570,Cristian Tello,27,Spain,Real Betis,80,80,€15.5M,€30K,LM,2022,89,75,76,81,48,61,La Liga,Spain,Midfielder,15.5M,30K,"Cristian Tello, LM"
571,Cristiano Ronaldo,34,Portugal,Juventus,93,93,€58.5M,€405K,ST,2022,90,93,82,89,35,78,Serie A,Italy,Forward,58.5M,405K,"Cristiano Ronaldo, ST"
572,Cucurella,20,Spain,Getafe CF,75,84,€10.5M,€16K,LM,2020,83,60,71,76,65,72,La Liga,Spain,Midfielder,10.5M,16K,"Cucurella, LM"
573,D. Abraham,32,Argentina,Eintracht Frankfurt,78,78,€6.5M,€33K,CB,2021,75,56,61,52,78,77,Bundesliga,Germany,Defender,6.5M,33K,"D. Abraham, CB"
574,D. Adshead,17,England,Norwich City,59,79,€300K,€1K,CM,2023,73,49,58,56,47,52,Premier League,UK,Midfielder,300K,1K,"D. Adshead, CM"
575,D. Alaba,27,Austria,FC Bayern Munchen,85,86,€38M,€135K,LB,2021,83,73,81,80,80,76,Bundesliga,Germany,Defender,38M,135K,"D. Alaba, LB"
576,D. Alli,23,England,Tottenham Hotspur,84,89,€41.5M,€115K,CAM,2024,72,81,79,82,71,79,Premier League,UK,Midfielder,41.5M,115K,"D. Alli, CAM"
577,D. Amartey,24,Ghana,Leicester City,73,76,€4.5M,€42K,RB,2022,67,55,65,69,75,76,Premier League,UK,Defender,4.5M,42K,"D. Amartey, RB"
578,D. Appiah,27,France,FC Nantes,70,71,€1.8M,€13K,RB,2023,77,40,58,62,69,74,Ligue 1,France,Defender,1.8M,13K,"D. Appiah, RB"
579,D. Bachmann,24,Austria,Watford,69,75,€1.1M,€16K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.1M,16K,"D. Bachmann, GK"
580,D. Baier,35,Germany,FC Augsburg,77,77,€2.8M,€17K,CDM,2020,43,55,77,75,72,69,Bundesliga,Germany,Midfielder,2.8M,17K,"D. Baier, CDM"
581,D. Bain,25,France,Stade Brestois 29,69,73,€1.2M,€8K,CB,2022,66,25,43,44,67,75,Ligue 1,France,Defender,1.2M,8K,"D. Bain, CB"
582,D. Baselli,27,Italy,Torino,79,80,€14M,€49K,CM,2022,71,73,79,81,66,68,Serie A,Italy,Midfielder,14M,49K,"D. Baselli, CM"
583,D. Basta,34,Serbia,Lazio,76,76,€2.7M,€38K,RB,2024,69,66,70,74,76,70,Serie A,Italy,Defender,2.7M,38K,"D. Basta, RB"
584,D. Benaglio,35,Switzerland,AS Monaco,74,74,€1.5M,€15K,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,1.5M,15K,"D. Benaglio, GK"
585,D. Benedetto,29,Argentina,Olympique de Marseille,79,79,€12.5M,€46K,ST,2023,80,80,66,75,38,73,Ligue 1,France,Forward,12.5M,46K,"D. Benedetto, ST"
586,D. Berardi,24,Italy,Sassuolo,78,81,€13M,€50K,RW,2022,77,77,74,82,37,67,Serie A,Italy,Forward,13M,50K,"D. Berardi, RW"
587,D. Bertaud,21,France,Montpellier HSC,64,76,€650K,€3K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,650K,3K,"D. Bertaud, GK"
588,D. Bessa,26,Italy,Hellas Verona,75,77,€8M,€17K,CAM,2021,63,69,74,78,55,50,Serie A,Italy,Midfielder,8M,17K,"D. Bessa, CAM"
589,D. Bilogrevic,20,Germany,SC Paderborn 07,60,69,€325K,€3K,CAM,2020,59,56,59,64,41,50,Bundesliga,Germany,Midfielder,325K,3K,"D. Bilogrevic, CAM"
590,D. Biraschi,24,Italy,Genoa,73,80,€5M,€11K,CB,2022,60,35,56,61,75,67,Serie A,Italy,Defender,5M,11K,"D. Biraschi, CB"
591,D. Bisoli,25,Italy,Brescia,71,75,€3M,€9K,CM,2021,74,69,68,69,59,67,Serie A,Italy,Midfielder,3M,9K,"D. Bisoli, CM"
592,D. Bouanga,24,Gabon,AS Saint-etienne,75,79,€8.5M,€25K,LM,2023,78,73,70,76,30,67,Ligue 1,France,Midfielder,8.5M,25K,"D. Bouanga, LM"
593,D. Boyata,28,Belgium,Hertha BSC,76,76,€7M,€25K,CB,2022,68,30,51,60,74,85,Bundesliga,Germany,Defender,7M,25K,"D. Boyata, CB"
594,D. Bradaric,19,Croatia,LOSC Lille,69,82,€1.8M,€8K,LB,2024,77,47,63,71,63,61,Ligue 1,France,Defender,1.8M,8K,"D. Bradaric, LB"
595,D. Brašanac,27,Serbia,CA Osasuna,75,76,€7.5M,€28K,CM,2022,52,68,71,71,71,73,La Liga,Spain,Midfielder,7.5M,28K,"D. Brašanac, CM"
596,D. Brooks,21,Wales,Bournemouth,77,86,€14M,€44K,RM,2023,75,71,75,79,48,66,Premier League,UK,Midfielder,14M,44K,"D. Brooks, RM"
597,D. Brosinski,30,Germany,1. FSV Mainz 05,75,75,€5.5M,€23K,RB,2020,76,60,72,73,72,69,Bundesliga,Germany,Defender,5.5M,23K,"D. Brosinski, RB"
598,D. Burn,27,England,Brighton & Hove Albion,71,72,€2.4M,€25K,CB,2022,44,33,53,47,70,77,Premier League,UK,Defender,2.4M,25K,"D. Burn, CB"
599,D. Button,30,England,Brighton & Hove Albion,68,68,€600K,€13K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,600K,13K,"D. Button, GK"
600,D. Calabria,22,Italy,Milan,77,87,€13M,€29K,RB,2022,76,43,68,74,76,69,Serie A,Italy,Defender,13M,29K,"D. Calabria, RB"
601,D. Caleta-Car,22,Croatia,Olympique de Marseille,76,82,€9.5M,€25K,CB,2023,64,40,59,59,75,79,Ligue 1,France,Defender,9.5M,25K,"D. Caleta-Car, CB"
602,D. Caligiuri,31,Italy,FC Schalke 04,79,79,€9M,€33K,RWB,2020,74,74,77,79,72,76,Bundesliga,Germany,Defender,9M,33K,"D. Caligiuri, RWB"
603,D. Calvert-Lewin,22,England,Everton,77,83,€12.5M,€68K,ST,2023,84,70,63,75,38,79,Premier League,UK,Forward,12.5M,68K,"D. Calvert-Lewin, ST"
604,D. Cataldi,24,Italy,Lazio,75,79,€8.5M,€35K,CM,2020,68,69,75,74,68,65,Serie A,Italy,Midfielder,8.5M,35K,"D. Cataldi, CM"
605,D. Cheryshev,28,Russia,Valencia CF,79,79,€12.5M,€41K,LM,2022,77,79,78,78,55,67,La Liga,Spain,Midfielder,12.5M,41K,"D. Cheryshev, LM"
606,D. Churlinov,18,FYR Macedonia,1. FC Koln,62,81,€625K,€2K,LM,2020,67,59,57,68,31,44,Bundesliga,Germany,Midfielder,625K,2K,"D. Churlinov, LM"
607,D. Congre,34,France,Montpellier HSC,75,75,€2.5M,€26K,CB,2020,52,31,61,64,76,75,Ligue 1,France,Defender,2.5M,26K,"D. Congre, CB"
608,D. Contento,29,Germany,Fortuna Dusseldorf,70,70,€1.5M,€15K,LB,2020,64,46,64,69,71,65,Bundesliga,Germany,Defender,1.5M,15K,"D. Contento, LB"
609,D. Criscito,32,Italy,Genoa,79,79,€8M,€20K,LB,2022,74,61,76,72,79,75,Serie A,Italy,Defender,8M,20K,"D. Criscito, LB"
610,D. D'Ambrosio,30,Italy,Inter,75,75,€5.5M,€45K,RB,2021,68,55,65,71,78,70,Serie A,Italy,Defender,5.5M,45K,"D. D'Ambrosio, RB"
611,D. da Costa,25,Germany,Eintracht Frankfurt,79,81,€13.5M,€35K,RWB,2022,81,50,70,72,76,81,Bundesliga,Germany,Defender,13.5M,35K,"D. da Costa, RWB"
612,D. Da Silva,31,France,Stade Rennais FC,78,78,€7.5M,€39K,CB,2021,59,37,57,54,78,76,Ligue 1,France,Defender,7.5M,39K,"D. Da Silva, CB"
613,D. Del Fabro,24,Italy,Juventus,66,71,€775K,€18K,CB,2022,60,34,38,48,67,71,Serie A,Italy,Defender,775K,18K,"D. Del Fabro, CB"
614,D. Demme,27,Germany,RB Leipzig,78,79,€10.5M,€45K,CDM,2021,60,39,74,74,74,78,Bundesliga,Germany,Midfielder,10.5M,45K,"D. Demme, CDM"
615,D. Dessena,32,Italy,Brescia,71,71,€1.8M,€10K,CM,2020,63,67,69,68,70,74,Serie A,Italy,Midfielder,1.8M,10K,"D. Dessena, CM"
616,D. Djene,27,Togo,Getafe CF,83,85,€27M,€35K,CB,2021,72,37,61,61,83,79,La Liga,Spain,Defender,27M,35K,"D. Djene, CB"
617,D. Drexler,29,Germany,1. FC Koln,75,75,€6.5M,€26K,CAM,2022,75,63,72,77,40,57,Bundesliga,Germany,Midfielder,6.5M,26K,"D. Drexler, CAM"
618,D. Drinkwater,29,England,Burnley,77,77,€8.5M,€38K,CM,2020,59,66,76,75,71,68,Premier League,UK,Midfielder,8.5M,38K,"D. Drinkwater, CM"
619,D. Falcinelli,28,Italy,Bologna,72,72,€3.2M,€25K,ST,2022,65,70,52,70,23,64,Serie A,Italy,Forward,3.2M,25K,"D. Falcinelli, ST"
620,D. Foulquier,26,France,Watford,74,75,€6.5M,€49K,RM,2021,73,60,68,75,72,73,Premier League,UK,Midfielder,6.5M,49K,"D. Foulquier, RM"
621,D. Gastaldello,36,Italy,Brescia,70,70,€350K,€5K,CB,2022,35,40,50,53,70,64,Serie A,Italy,Defender,350K,5K,"D. Gastaldello, CB"
622,D. Gayle,28,England,Newcastle United,76,76,€8M,€42K,ST,2021,81,77,58,72,28,61,Premier League,UK,Forward,8M,42K,"D. Gayle, ST"
623,D. Geiger,21,Germany,TSG 1899 Hoffenheim,70,82,€3.1M,€13K,CM,2022,65,45,67,76,52,54,Bundesliga,Germany,Midfielder,3.1M,13K,"D. Geiger, CM"
624,D. Ginczek,28,Germany,VfL Wolfsburg,78,78,€10.5M,€52K,ST,2022,76,77,51,68,38,79,Bundesliga,Germany,Forward,10.5M,52K,"D. Ginczek, ST"
625,D. Godín,33,Uruguay,Inter,88,88,€28M,€135K,CB,2022,60,48,64,61,89,83,Serie A,Italy,Defender,28M,135K,"D. Godín, CB"
626,D. Gosling,29,England,Bournemouth,75,75,€6.5M,€55K,CM,2021,55,68,73,70,70,69,Premier League,UK,Midfielder,6.5M,55K,"D. Gosling, CM"
627,D. Gray,23,England,Leicester City,75,80,€9M,€60K,LW,2021,88,67,67,81,37,55,Premier League,UK,Forward,9M,60K,"D. Gray, LW"
628,D. Grimshaw,21,England,Manchester City,55,69,€150K,€6K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,150K,6K,"D. Grimshaw, GK"
629,D. Heintz,25,Germany,SC Freiburg,76,78,€8.5M,€21K,CB,2022,59,36,60,59,74,79,Bundesliga,Germany,Defender,8.5M,21K,"D. Heintz, CB"
630,D. Henderson,22,England,Sheffield United,75,85,€8.5M,€20K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,8.5M,20K,"D. Henderson, GK"
631,D. Ings,26,England,Southampton,76,77,€9M,€53K,ST,2022,75,74,64,76,32,66,Premier League,UK,Forward,9M,53K,"D. Ings, ST"
632,D. Itter,20,Germany,VfL Wolfsburg,59,72,€280K,€4K,RB,2021,63,36,48,56,59,55,Bundesliga,Germany,Defender,280K,4K,"D. Itter, RB"
633,D. James,21,Wales,Manchester United,72,84,€5.5M,€46K,LM,2024,94,61,63,73,27,57,Premier League,UK,Midfielder,5.5M,46K,"D. James, LM"
634,D. Janmaat,29,Netherlands,Watford,77,77,€7.5M,€57K,RB,2020,67,65,73,76,75,74,Premier League,UK,Defender,7.5M,57K,"D. Janmaat, RB"
635,D. Jastrzembski,19,Germany,Hertha BSC,66,84,€1.4M,€4K,LM,2022,80,61,60,69,35,58,Bundesliga,Germany,Midfielder,1.4M,4K,"D. Jastrzembski, LM"
636,D. Joveljic,19,Serbia,Eintracht Frankfurt,69,82,€2M,€10K,ST,2024,73,68,53,71,30,61,Bundesliga,Germany,Forward,2M,10K,"D. Joveljic, ST"
637,D. Kamada,22,Japan,Eintracht Frankfurt,73,79,€5.5M,€25K,CF,2021,75,69,71,76,36,60,Bundesliga,Germany,Forward,5.5M,25K,"D. Kamada, CF"
638,D. Kemp,20,England,West Ham United,57,67,€170K,€8K,RM,2021,70,47,50,64,27,34,Premier League,UK,Midfielder,170K,8K,"D. Kemp, RM"
639,D. Khalid,20,Morocco,Amiens SC,66,75,€1M,€5K,ST,2022,68,66,56,70,19,53,Ligue 1,France,Forward,1M,5K,"D. Khalid, ST"
640,D. Kiki,25,Benin,Stade Brestois 29,64,66,€475K,€4K,LB,2020,73,51,57,64,59,71,Ligue 1,France,Defender,475K,4K,"D. Kiki, LB"
641,D. Klaassen,26,Netherlands,SV Werder Bremen,80,81,€17M,€35K,CM,2022,65,78,74,75,70,75,Bundesliga,Germany,Midfielder,17M,35K,"D. Klaassen, CM"
642,D. Kohr,25,Germany,Eintracht Frankfurt,76,79,€8.5M,€28K,CDM,2024,68,58,63,71,75,79,Bundesliga,Germany,Midfielder,8.5M,28K,"D. Kohr, CDM"
643,D. Kownacki,22,Poland,Fortuna Dusseldorf,73,83,€6.5M,€22K,ST,2020,78,70,59,70,28,70,Bundesliga,Germany,Forward,6.5M,22K,"D. Kownacki, ST"
644,D. Kulusevski,19,Sweden,Parma,64,80,€950K,€5K,CM,2020,59,51,61,65,55,54,Serie A,Italy,Midfielder,950K,5K,"D. Kulusevski, CM"
645,D. Lainez,19,Mexico,Real Betis,72,85,€6M,€9K,RM,2024,84,63,64,79,47,53,La Liga,Spain,Midfielder,6M,9K,"D. Lainez, RM"
646,D. Latza,29,Germany,1. FSV Mainz 05,77,77,€8.5M,€30K,CM,2021,66,57,75,74,72,76,Bundesliga,Germany,Midfielder,8.5M,30K,"D. Latza, CM"
647,D. Laxalt,26,Uruguay,Milan,78,79,€12M,€40K,LM,2022,88,63,74,78,62,69,Serie A,Italy,Midfielder,12M,40K,"D. Laxalt, LM"
648,D. Lazovic,28,Serbia,Hellas Verona,74,74,€5.5M,€16K,LM,2022,86,64,71,76,47,47,Serie A,Italy,Midfielder,5.5M,16K,"D. Lazovic, LM"
649,D. Le Tallec,29,France,Montpellier HSC,75,75,€5.5M,€28K,CDM,2022,67,62,66,70,76,75,Ligue 1,France,Midfielder,5.5M,28K,"D. Le Tallec, CDM"
650,D. Leon,26,France,Stade Brestois 29,64,68,€425K,€3K,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,425K,3K,"D. Leon, GK"
651,D. Lienard,31,France,RC Strasbourg Alsace,73,73,€3.4M,€23K,CM,2021,63,72,77,71,56,67,Ligue 1,France,Midfielder,3.4M,23K,"D. Lienard, CM"
652,D. Lovren,29,Croatia,Liverpool,80,80,€12.5M,€90K,CB,2021,54,40,59,62,80,78,Premier League,UK,Defender,12.5M,90K,"D. Lovren, CB"
653,D. Lovren,20,Croatia,Fortuna Dusseldorf,64,79,€1M,€5K,RM,2023,75,54,56,69,25,43,Bundesliga,Germany,Midfielder,1M,5K,"D. Lovren, RM"
654,D. Lukebakio,21,Belgium,Hertha BSC,75,82,€9.5M,€21K,ST,2022,86,74,66,78,28,62,Bundesliga,Germany,Forward,9.5M,21K,"D. Lukebakio, ST"
655,D. Machís,26,Venezuela,Granada CF,75,75,€7M,€20K,LM,2021,88,74,68,79,38,67,La Liga,Spain,Midfielder,7M,20K,"D. Machís, LM"
656,D. Mancini,22,Argentina,FC Girondins de Bordeaux,69,78,€1.6M,€12K,RM,2020,71,58,63,74,57,64,Ligue 1,France,Midfielder,1.6M,12K,"D. Mancini, RM"
657,D. Martin,33,England,West Ham United,66,66,€350K,€14K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,350K,14K,"D. Martin, GK"
658,D. McGoldrick,31,Republic of Ireland,Sheffield United,72,72,€2.8M,€26K,ST,2021,66,71,67,72,33,67,Premier League,UK,Forward,2.8M,26K,"D. McGoldrick, ST"
659,D. McNeil,19,England,Burnley,74,85,€9.5M,€17K,LM,2023,77,66,71,75,50,66,Premier League,UK,Midfielder,9.5M,17K,"D. McNeil, LM"
660,D. Merola,19,Italy,Inter,59,74,€325K,€5K,ST,2020,57,58,44,57,24,49,Serie A,Italy,Forward,325K,5K,"D. Merola, ST"
661,D. Mertens,32,Belgium,Napoli,87,87,€40M,€135K,CF,2020,88,83,80,91,35,53,Serie A,Italy,Forward,40M,135K,"D. Mertens, CF"
662,D. Mitchell,22,England,Manchester United,66,77,€1M,€19K,LB,2020,82,61,66,69,59,60,Premier League,UK,Defender,1M,19K,"D. Mitchell, LB"
663,D. Ndong,25,Gabon,Dijon FCO,72,77,€3.7M,€10K,CDM,2023,69,60,63,71,69,76,Ligue 1,France,Midfielder,3.7M,10K,"D. Ndong, CDM"
664,D. Origi,24,Belgium,Liverpool,78,83,€14M,€77K,ST,2022,82,76,67,75,27,74,Premier League,UK,Forward,14M,77K,"D. Origi, ST"
665,D. Osei Yaw,20,France,Stade Brestois 29,64,75,€775K,€4K,RW,2021,79,62,53,66,33,58,Ligue 1,France,Forward,775K,4K,"D. Osei Yaw, RW"
666,D. Ospina,30,Colombia,Napoli,80,80,€10M,€51K,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,10M,51K,"D. Ospina, GK"
667,D. Padelli,33,Italy,Inter,74,74,€3M,€34K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,3M,34K,"D. Padelli, GK"
668,D. Parker,23,Germany,1. FSV Mainz 05,63,71,€550K,€5K,LW,2020,74,56,57,67,37,53,Bundesliga,Germany,Forward,550K,5K,"D. Parker, LW"
669,D. Payet,32,France,Olympique de Marseille,81,81,€14M,€46K,CAM,2021,71,77,82,81,38,67,Ligue 1,France,Midfielder,14M,46K,"D. Payet, CAM"
670,D. Perotti,30,Argentina,Roma,80,80,€14M,€54K,LW,2021,75,70,77,86,42,57,Serie A,Italy,Forward,14M,54K,"D. Perotti, LW"
671,D. Petkovic,26,Montenegro,Angers SCO,64,67,€400K,€4K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,400K,4K,"D. Petkovic, GK"
672,D. Petric,31,Serbia,FC Nantes,69,69,€675K,€9K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,675K,9K,"D. Petric, GK"
673,D. Philipp,19,Germany,SV Werder Bremen,62,78,€650K,€3K,CAM,2022,65,58,57,63,39,53,Bundesliga,Germany,Midfielder,650K,3K,"D. Philipp, CAM"
674,D. Praet,25,Belgium,Leicester City,76,81,€10M,€63K,CM,2023,69,70,77,78,61,64,Premier League,UK,Midfielder,10M,63K,"D. Praet, CM"
675,D. Propper,27,Netherlands,Brighton & Hove Albion,77,78,€10M,€47K,CM,2021,62,70,73,75,67,75,Premier League,UK,Midfielder,10M,47K,"D. Propper, CM"
676,D. Ragatzu,27,Italy,Cagliari,63,63,€400K,€7K,ST,2021,77,60,53,68,31,47,Serie A,Italy,Forward,400K,7K,"D. Ragatzu, ST"
677,D. Redan,18,Netherlands,Hertha BSC,61,82,€575K,€2K,ST,2024,74,60,48,58,22,55,Bundesliga,Germany,Forward,575K,2K,"D. Redan, ST"
678,D. Revan,18,England,Aston Villa,56,75,€170K,€2K,CB,2020,65,27,38,44,54,59,Premier League,UK,Defender,170K,2K,"D. Revan, CB"
679,D. Riccardi,23,Italy,Lecce,58,64,€160K,€2K,CB,2022,64,27,29,38,57,66,Serie A,Italy,Defender,160K,2K,"D. Riccardi, CB"
680,D. Rice,20,England,West Ham United,78,87,€15M,€49K,CDM,2024,62,37,64,68,77,77,Premier League,UK,Midfielder,15M,49K,"D. Rice, CDM"
681,D. Rose,28,England,Tottenham Hotspur,80,80,€12.5M,€90K,LB,2021,77,62,74,79,80,75,Premier League,UK,Defender,12.5M,90K,"D. Rose, LB"
682,D. Rouyard,19,France,FC Girondins de Bordeaux,53,68,€110K,€1K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,110K,1K,"D. Rouyard, GK"
683,D. Rugani,24,Italy,Juventus,82,86,€26M,€95K,CB,2023,64,39,55,64,85,74,Serie A,Italy,Defender,26M,95K,"D. Rugani, CB"
684,D. Sakho,29,Senegal,Stade Rennais FC,74,74,€5.5M,€38K,ST,2020,71,73,58,71,32,72,Ligue 1,France,Forward,5.5M,38K,"D. Sakho, ST"
685,D. Samassekou,23,Mali,TSG 1899 Hoffenheim,79,86,€16M,€32K,CDM,2024,73,49,69,72,77,77,Bundesliga,Germany,Midfielder,16M,32K,"D. Samassekou, CDM"
686,D. Sánchez,23,Colombia,Tottenham Hotspur,83,87,€30.5M,€93K,CB,2024,74,45,57,66,83,81,Premier League,UK,Defender,30.5M,93K,"D. Sánchez, CB"
687,D. Sanderson,19,England,Wolverhampton Wanderers,56,75,€180K,€5K,CB,2021,72,40,47,54,53,66,Premier League,UK,Defender,180K,5K,"D. Sanderson, CB"
688,D. Santon,28,Italy,Roma,75,75,€5.5M,€34K,RB,2022,67,58,71,73,74,69,Serie A,Italy,Defender,5.5M,34K,"D. Santon, RB"
689,D. Selke,24,Germany,Hertha BSC,78,83,€14M,€29K,ST,2022,76,76,53,72,43,76,Bundesliga,Germany,Forward,14M,29K,"D. Selke, ST"
690,D. Sidibe,26,France,Everton,77,78,€9M,€65K,RB,2020,77,62,74,74,73,79,Premier League,UK,Defender,9M,65K,"D. Sidibe, RB"
691,D. Sinkgraven,23,Netherlands,Bayer 04 Leverkusen,72,77,€3.7M,€28K,LB,2023,79,59,74,79,66,62,Bundesliga,Germany,Defender,3.7M,28K,"D. Sinkgraven, LB"
692,D. Siovas,30,Greece,CD Leganes,76,76,€6M,€26K,CB,2021,32,44,56,61,74,82,La Liga,Spain,Defender,6M,26K,"D. Siovas, CB"
693,D. Smarsch,20,Germany,Hertha BSC,62,76,€575K,€2K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,575K,2K,"D. Smarsch, GK"
694,D. Solanke,21,England,Bournemouth,70,80,€2.9M,€25K,ST,2023,66,69,60,70,27,69,Premier League,UK,Forward,2.9M,25K,"D. Solanke, ST"
695,D. Sow,22,Switzerland,Eintracht Frankfurt,74,85,€9.5M,€24K,CM,2024,78,65,72,72,68,72,Bundesliga,Germany,Midfielder,9.5M,24K,"D. Sow, CM"
696,D. Srbeny,25,Germany,Norwich City,68,72,€1.2M,€18K,ST,2021,68,63,54,64,32,71,Premier League,UK,Forward,1.2M,18K,"D. Srbeny, ST"
697,D. Stephens,30,England,Brighton & Hove Albion,76,76,€7M,€44K,CM,2021,57,64,74,69,71,78,Premier League,UK,Midfielder,7M,44K,"D. Stephens, CM"
