,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages
682,Z. Feddal,29,Morocco,Real Betis,78,78,8500000,25000,CB,2021,54,50,62,59,78,75,La Liga,Spain,Defender,8.5M,25K
683,L. Pavoletti,30,Italy,Cagliari,78,78,1.00E+07,38000,ST,2022,60,76,51,68,37,78,Serie A,Italy,Forward,10M,38K
684,R. Olsen,29,Sweden,Roma,78,78,7500000,33000,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,7.5M,33K
685,M. de Roon,28,Netherlands,Atalanta,78,78,10500000,54000,CM,2022,65,68,72,73,79,79,Serie A,Italy,Midfielder,10.5M,54K
686,H. Sakai,29,Japan,Olympique de Marseille,78,78,8500000,36000,RB,2021,78,54,68,67,76,79,Ligue 1,France,Defender,8.5M,36K
687,D. Upamecano,20,France,RB Leipzig,77,88,1.40E+07,30000,CB,2021,76,36,59,61,75,80,Bundesliga,Germany,Defender,14M,30K
688,E. Audero,22,Italy,Sampdoria,77,87,11500000,21000,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,11.5M,21K
689,D. Calabria,22,Italy,Milan,77,87,1.30E+07,29000,RB,2022,76,43,68,74,76,69,Serie A,Italy,Defender,13M,29K
690,M. Grujic,23,Serbia,Hertha BSC,77,87,1.30E+07,22000,CDM,2020,62,71,72,78,74,77,Bundesliga,Germany,Midfielder,13M,22K
691,P. Cutrone,21,Italy,Wolverhampton Wanderers,77,87,14500000,58000,ST,2023,73,74,56,74,29,69,Premier League,UK,Forward,14.5M,58K
692,D. Brooks,21,Wales,Bournemouth,77,86,1.40E+07,44000,RM,2023,75,71,75,79,48,66,Premier League,UK,Midfielder,14M,44K
693,M. Vargas,22,Argentina,RCD Espanyol,77,86,13500000,27000,LW,2024,90,70,72,82,42,67,La Liga,Spain,Forward,13.5M,27K
694,Brais Méndez,22,Spain,RC Celta,77,86,13500000,21000,RM,2021,74,75,75,77,50,63,La Liga,Spain,Midfielder,13.5M,21K
695,Luiz Felipe,22,Brazil,Lazio,77,86,12500000,35000,CB,2020,76,29,59,66,78,67,Serie A,Italy,Defender,12.5M,35K
696,Y. Atal,23,Algeria,OGC Nice,77,86,12500000,25000,RB,2023,88,68,72,82,71,73,Ligue 1,France,Defender,12.5M,25K
697,J. Grealish,23,England,Aston Villa,77,85,1.30E+07,47000,CAM,2023,75,66,74,80,41,59,Premier League,UK,Midfielder,13M,47K
698,N. Mukiele,21,France,RB Leipzig,77,85,1.20E+07,30000,CB,2023,77,42,68,72,76,76,Bundesliga,Germany,Defender,12M,30K
699,C. Nkunku,21,France,RB Leipzig,77,85,1.30E+07,34000,CM,2024,77,74,75,80,69,65,Bundesliga,Germany,Midfielder,13M,34K
700,F. Valverde,20,Uruguay,Real Madrid,77,85,1.30E+07,86000,CM,2021,68,69,73,73,66,67,La Liga,Spain,Midfielder,13M,86K
701,Reguilón,22,Spain,Sevilla FC,77,85,11500000,14000,LB,2020,78,50,71,74,75,69,La Liga,Spain,Defender,11.5M,14K
702,G. Simeone,23,Argentina,Fiorentina,77,84,12500000,47000,ST,2022,77,75,59,76,39,71,Serie A,Italy,Forward,12.5M,47K
703,A. Sanabria,23,Paraguay,Genoa,77,84,12500000,18000,ST,2020,76,74,71,78,35,64,Serie A,Italy,Forward,12.5M,18K
704,E. Ünal,22,Turkey,Real Valladolid CF,77,84,12500000,20000,ST,2020,72,77,64,76,36,78,La Liga,Spain,Forward,12.5M,20K
705,M. Pašalic,24,Croatia,Atalanta,77,84,12500000,43000,CM,2020,59,71,74,76,67,76,Serie A,Italy,Midfielder,12.5M,43K
706,L. Cook,22,England,Bournemouth,77,84,12500000,52000,CM,2022,70,63,75,78,66,69,Premier League,UK,Midfielder,12.5M,52K
707,N. Nández,23,Uruguay,Cagliari,77,84,12500000,28000,CM,2024,77,67,68,76,76,83,Serie A,Italy,Midfielder,12.5M,28K
708,A. Barák,24,Czech Republic,Udinese,77,84,12500000,16000,CM,2022,64,73,76,76,52,71,Serie A,Italy,Midfielder,12.5M,16K
709,S. McTominay,22,Scotland,Manchester United,77,84,11500000,73000,CDM,2023,61,65,72,72,74,80,Premier League,UK,Midfielder,11.5M,73K
710,K. Mbabu,24,Switzerland,VfL Wolfsburg,77,83,1.10E+07,33000,RB,2023,91,51,69,73,72,82,Bundesliga,Germany,Defender,11M,33K
711,P. Sisto,24,Denmark,RC Celta,77,83,1.20E+07,23000,LW,2021,80,75,72,82,47,63,La Liga,Spain,Forward,12M,23K
712,J. Bednarek,23,Poland,Southampton,77,83,1.10E+07,41000,CB,2022,62,22,52,55,78,74,Premier League,UK,Defender,11M,41K
713,D. Calvert-Lewin,22,England,Everton,77,83,12500000,68000,ST,2023,84,70,63,75,38,79,Premier League,UK,Forward,12.5M,68K
714,O. Duda,24,Slovakia,Hertha BSC,77,83,1.20E+07,25000,CAM,2023,69,75,73,80,55,62,Bundesliga,Germany,Midfielder,12M,25K
715,M. Lopez,21,France,Olympique de Marseille,77,83,1.20E+07,26000,CM,2021,72,67,78,79,65,58,Ligue 1,France,Midfielder,12M,26K
716,Vallejo,22,Spain,Wolverhampton Wanderers,77,83,1.10E+07,55000,CB,2020,71,41,55,62,77,67,Premier League,UK,Defender,11M,55K
717,K. Laimer,22,Austria,RB Leipzig,77,83,1.20E+07,41000,CM,2021,83,65,73,78,73,73,Bundesliga,Germany,Midfielder,12M,41K
718,Borja Mayoral,22,Spain,Levante UD,77,83,12500000,24000,ST,2020,69,75,69,77,38,68,La Liga,Spain,Forward,12.5M,24K
719,Córdoba,22,Spain,Athletic Club de Bilbao,77,83,1.20E+07,23000,LW,2022,83,71,71,81,64,70,La Liga,Spain,Forward,12M,23K
720,W. Hughes,24,England,Watford,77,82,1.20E+07,52000,RM,2022,64,64,78,78,68,64,Premier League,UK,Midfielder,12M,52K
721,M. Weiser,25,Germany,Bayer 04 Leverkusen,77,82,10500000,47000,RB,2023,80,62,75,84,72,68,Bundesliga,Germany,Defender,10.5M,47K
722,Andreas Pereira,23,Brazil,Manchester United,77,82,11500000,81000,CM,2023,73,74,78,78,66,69,Premier League,UK,Midfielder,11.5M,81K
723,Emerson,24,Italy,Chelsea,77,82,10500000,68000,LB,2022,79,59,68,78,74,62,Premier League,UK,Defender,10.5M,68K
724,M. Benassi,24,Italy,Fiorentina,77,82,11500000,43000,CM,2022,64,71,75,77,72,74,Serie A,Italy,Midfielder,11.5M,43K
725,A. Djiku,24,France,RC Strasbourg Alsace,77,82,10500000,23000,CB,2023,76,40,64,69,76,80,Ligue 1,France,Defender,10.5M,23K
726,Diego Llorente,25,Spain,Real Sociedad,77,82,10500000,24000,CB,2022,60,40,62,64,76,73,La Liga,Spain,Defender,10.5M,24K
727,W. Cyprien,24,France,OGC Nice,77,82,11500000,28000,CM,2021,76,75,76,78,74,78,Ligue 1,France,Midfielder,11.5M,28K
728,N. Bentaleb,24,Algeria,FC Schalke 04,77,82,11500000,27000,CM,2021,65,71,75,79,67,74,Bundesliga,Germany,Midfielder,11.5M,27K
729,P. Højbjerg,23,Denmark,Southampton,77,82,11500000,45000,CM,2021,61,70,74,75,73,79,Premier League,UK,Midfielder,11.5M,45K
730,A. Petagna,24,Italy,SPAL,77,82,1.20E+07,16000,ST,2024,62,74,68,75,40,81,Serie A,Italy,Forward,12M,16K
731,K. Tete,23,Netherlands,Olympique Lyonnais,77,82,10500000,47000,RB,2021,76,46,66,67,78,77,Ligue 1,France,Defender,10.5M,47K
732,G. Escalante,26,Argentina,SD Eibar,77,82,10500000,22000,CDM,2020,68,67,70,69,75,76,La Liga,Spain,Midfielder,10.5M,22K
733,Alex Berenguer,23,Spain,Torino,77,82,1.20E+07,37000,LM,2022,79,68,72,79,63,66,Serie A,Italy,Midfielder,12M,37K
734,O. Colley,26,Gambia,Sampdoria,77,82,10500000,32000,CB,2022,67,31,52,52,75,83,Serie A,Italy,Defender,10.5M,32K
735,S. Sensi,23,Italy,Inter,77,82,11500000,48000,CM,2020,59,58,79,76,65,66,Serie A,Italy,Midfielder,11.5M,48K
736,M. Gacinovic,24,Serbia,Eintracht Frankfurt,77,82,1.20E+07,30000,CAM,2022,77,68,72,81,62,62,Bundesliga,Germany,Midfielder,12M,30K
737,M. Diakhaby,22,France,Valencia CF,77,82,10500000,26000,CB,2023,56,37,52,57,76,77,La Liga,Spain,Defender,10.5M,26K
738,M. Arambarri,23,Uruguay,Getafe CF,77,82,1.10E+07,19000,CDM,2023,37,57,70,71,76,70,La Liga,Spain,Midfielder,11M,19K
739,M. Niang,24,Senegal,Stade Rennais FC,77,81,1.20E+07,39000,ST,2023,89,76,68,80,31,65,Ligue 1,France,Forward,12M,39K
740,Aritz Elustondo,25,Spain,Real Sociedad,77,81,10500000,24000,CB,2022,66,33,58,59,75,74,La Liga,Spain,Defender,10.5M,24K
741,N. Redmond,25,England,Southampton,77,80,1.10E+07,50000,LM,2021,84,71,71,82,27,52,Premier League,UK,Midfielder,11M,50K
742,T. Koubek,26,Czech Republic,FC Augsburg,77,80,8.00E+06,19000,GK,2024,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,8M,19K
743,L. Ocampos,24,Argentina,Sevilla FC,77,80,11500000,16000,LM,2024,83,73,72,75,61,84,La Liga,Spain,Midfielder,11.5M,16K
744,J. Lukaku,24,Belgium,Lazio,77,80,11500000,39000,LM,2023,91,61,70,80,71,78,Serie A,Italy,Midfielder,11.5M,39K
745,S. Boufal,25,Morocco,Southampton,77,80,1.10E+07,50000,LM,2021,78,67,71,86,27,52,Premier League,UK,Midfielder,11M,50K
746,P. Max,25,Germany,FC Augsburg,77,80,1.00E+07,23000,LB,2022,81,52,77,75,70,72,Bundesliga,Germany,Defender,10M,23K
747,Y. Gerhardt,25,Germany,VfL Wolfsburg,77,80,1.10E+07,41000,CM,2021,71,67,74,76,73,75,Bundesliga,Germany,Midfielder,11M,41K
748,B. Bourigeaud,25,France,Stade Rennais FC,77,80,1.10E+07,39000,LM,2021,69,73,78,77,61,70,Ligue 1,France,Midfielder,11M,39K
749,I. Bebou,25,Togo,TSG 1899 Hoffenheim,77,80,1.10E+07,36000,RW,2023,93,70,66,81,33,64,Bundesliga,Germany,Forward,11M,36K
750,Wendell,25,Brazil,Bayer 04 Leverkusen,77,80,1.00E+07,47000,LB,2021,82,49,73,78,72,72,Bundesliga,Germany,Defender,10M,47K
751,A. Schöpf,25,Austria,FC Schalke 04,77,80,1.10E+07,30000,RM,2021,76,71,70,79,58,70,Bundesliga,Germany,Midfielder,11M,30K
752,E. Mendy,27,Senegal,Stade Rennais FC,77,80,8.00E+06,30000,GK,2023,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,8M,30K
753,C. Piccini,26,Italy,Valencia CF,77,79,9500000,31000,RB,2022,77,42,66,72,76,76,La Liga,Spain,Defender,9.5M,31K
754,C. Coady,26,England,Wolverhampton Wanderers,77,79,9500000,65000,CB,2023,47,59,73,65,78,74,Premier League,UK,Defender,9.5M,65K
755,R. Knoche,27,Germany,VfL Wolfsburg,77,79,9500000,39000,CB,2020,48,41,52,50,79,71,Bundesliga,Germany,Defender,9.5M,39K
756,L. Bittencourt,25,Germany,TSG 1899 Hoffenheim,77,79,1.10E+07,33000,CAM,2023,82,65,75,83,54,59,Bundesliga,Germany,Midfielder,11M,33K
757,B. Reynet,28,France,Toulouse Football Club,77,79,7500000,23000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,7.5M,23K
758,Sergio Rico,25,Spain,Sevilla FC,77,79,8.00E+06,12000,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,8M,12K
759,Trezeguet,24,Egypt,Aston Villa,77,79,1.10E+07,52000,LW,2023,84,74,73,80,35,65,Premier League,UK,Forward,11M,52K
760,P. Lees-Melou,26,France,OGC Nice,77,79,10500000,32000,CM,2021,73,67,77,77,67,73,Ligue 1,France,Midfielder,10.5M,32K
761,J. Shelvey,27,England,Newcastle United,77,78,1.00E+07,40000,CM,2021,62,72,79,72,62,74,Premier League,UK,Midfielder,10M,40K
762,C. Wood,27,New Zealand,Burnley,77,78,10500000,39000,ST,2021,70,76,59,68,40,79,Premier League,UK,Forward,10.5M,39K
763,M. Plattenhardt,27,Germany,Hertha BSC,77,78,9.00E+06,26000,LB,2023,71,55,77,75,74,72,Bundesliga,Germany,Defender,9M,26K
764,D. Pröpper,27,Netherlands,Brighton & Hove Albion,77,78,1.00E+07,47000,CM,2021,62,70,73,75,67,75,Premier League,UK,Midfielder,10M,47K
765,N. Gudelj,27,Serbia,Sevilla FC,77,78,9.00E+06,16000,CDM,2023,63,70,75,67,73,85,La Liga,Spain,Midfielder,9M,16K
766,Juanmi,26,Spain,Real Betis,77,78,10500000,26000,LW,2024,74,77,67,78,30,53,La Liga,Spain,Forward,10.5M,26K
767,R. Funes Mori,28,Argentina,Villarreal CF,77,78,8500000,30000,CB,2022,62,50,64,65,76,76,La Liga,Spain,Defender,8.5M,30K
768,M. van Ginkel,26,Netherlands,Chelsea,77,78,10500000,87000,CM,2020,64,77,77,75,70,70,Premier League,UK,Midfielder,10.5M,87K
769,Pedro Obiang,27,Equatorial Guinea,Sassuolo,77,78,9.00E+06,45000,CDM,2023,62,59,74,73,75,74,Serie A,Italy,Midfielder,9M,45K
770,Bruno,29,Spain,Getafe CF,77,78,8500000,23000,CB,2020,32,33,51,49,77,79,La Liga,Spain,Defender,8.5M,23K
771,D. Sidibé,26,France,Everton,77,78,9.00E+06,65000,RB,2020,77,62,74,74,73,79,Premier League,UK,Defender,9M,65K
772,Pablo,28,Brazil,FC Girondins de Bordeaux,77,78,8500000,31000,CB,2021,58,52,48,59,79,77,Ligue 1,France,Defender,8.5M,31K
773,L. Kurzawa,26,France,Paris Saint-Germain,77,78,9.00E+06,61000,LB,2020,73,68,75,77,74,73,Ligue 1,France,Defender,9M,61K
774,N. Füllkrug,26,Germany,SV Werder Bremen,77,78,10500000,31000,ST,2022,64,77,62,70,38,75,Bundesliga,Germany,Forward,10.5M,31K
775,A. Younes,25,Germany,Napoli,77,78,10500000,53000,LM,2022,76,58,70,87,37,56,Serie A,Italy,Midfielder,10.5M,53K
776,M. De Sciglio,26,Italy,Juventus,77,78,9.00E+06,77000,RB,2022,75,46,69,75,77,72,Serie A,Italy,Defender,9M,77K
777,Rubén Sobrino,27,Spain,Valencia CF,77,78,10500000,36000,ST,2022,81,76,63,76,41,67,La Liga,Spain,Forward,10.5M,36K
778,M. Elneny,26,Egypt,Arsenal,77,78,9500000,65000,CDM,2022,59,63,72,70,74,74,Premier League,UK,Midfielder,9.5M,65K
779,K. Lasagna,26,Italy,Udinese,77,78,10500000,20000,ST,2023,90,74,60,77,29,63,Serie A,Italy,Forward,10.5M,20K
780,D. Baier,35,Germany,FC Augsburg,77,77,2800000,17000,CDM,2020,43,55,77,75,72,69,Bundesliga,Germany,Midfielder,2.8M,17K
781,Iván Ramis,34,Spain,SD Eibar,77,77,3300000,22000,CB,2020,32,61,62,57,77,81,La Liga,Spain,Defender,3.3M,22K
782,J. Hart,32,England,Burnley,77,77,5500000,27000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,5.5M,27K
783,A. Young,33,England,Manchester United,77,77,4.00E+06,85000,RB,2020,70,66,74,75,73,71,Premier League,UK,Defender,4M,85K
784,Gelson Fernandes,32,Switzerland,Eintracht Frankfurt,77,77,6.00E+06,31000,CDM,2020,57,56,68,66,77,80,Bundesliga,Germany,Midfielder,6M,31K
785,Javi García,32,Spain,Real Betis,77,77,6.00E+06,22000,CDM,2021,50,62,67,68,76,82,La Liga,Spain,Midfielder,6M,22K
786,V. Ibiševic,34,Bosnia Herzegovina,Hertha BSC,77,77,4700000,31000,ST,2020,41,78,68,72,41,70,Bundesliga,Germany,Forward,4.7M,31K
787,G. Cahill,33,England,Crystal Palace,77,77,4200000,47000,CB,2021,41,58,51,57,78,74,Premier League,UK,Defender,4.2M,47K
788,T. Walcott,30,England,Everton,77,77,8500000,71000,RM,2021,87,72,70,79,39,61,Premier League,UK,Midfielder,8.5M,71K
789,Danilo,35,Brazil,Bologna,77,77,2700000,21000,CB,2020,48,40,49,52,80,63,Serie A,Italy,Defender,2.7M,21K
790,L. Schøne,33,Denmark,Genoa,77,77,5.00E+06,19000,CM,2021,48,74,81,76,63,62,Serie A,Italy,Midfielder,5M,19K
791,G. Murray,35,England,Brighton & Hove Albion,77,77,4100000,39000,ST,2020,31,78,61,67,42,72,Premier League,UK,Forward,4.1M,39K
792,C. Bravo,36,Chile,Manchester City,77,77,1500000,47000,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.5M,47K
793,R. Gurtner,32,France,Amiens SC,77,77,5500000,15000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,5.5M,15K
794,M. Schneiderlin,29,France,Everton,77,77,7500000,68000,CDM,2021,56,60,71,71,75,76,Premier League,UK,Midfielder,7.5M,68K
795,Miguel Veloso,33,Portugal,Hellas Verona,77,77,5.00E+06,19000,CM,2020,49,70,82,75,64,65,Serie A,Italy,Midfielder,5M,19K
796,L. Rémy,32,France,LOSC Lille,77,77,7.00E+06,41000,ST,2020,74,77,66,73,37,68,Ligue 1,France,Forward,7M,41K
797,M. Suchý,31,Czech Republic,FC Augsburg,77,77,6500000,24000,CB,2021,64,52,58,63,76,78,Bundesliga,Germany,Defender,6.5M,24K
798,S. De Maio,32,France,Udinese,77,77,5500000,17000,CB,2022,57,33,38,54,79,79,Serie A,Italy,Defender,5.5M,17K
799,F. Delph,29,England,Everton,77,77,7500000,68000,LB,2022,69,70,76,79,73,74,Premier League,UK,Defender,7.5M,68K
800,N. Subotic,30,Serbia,1. FC Union Berlin,77,77,7.00E+06,35000,CB,2021,50,45,52,47,80,76,Bundesliga,Germany,Defender,7M,35K
801,Roberto,33,Spain,West Ham United,77,77,4800000,52000,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,4.8M,52K
802,M. Dossevi,31,Togo,Toulouse Football Club,77,77,8.00E+06,32000,RW,2020,79,68,77,79,36,59,Ligue 1,France,Forward,8M,32K
803,A. Ogbonna,31,Italy,West Ham United,77,77,6500000,65000,CB,2022,58,39,58,60,79,74,Premier League,UK,Defender,6.5M,65K
804,A. Poli,29,Italy,Bologna,77,77,8500000,34000,CM,2021,70,65,75,78,72,66,Serie A,Italy,Midfielder,8.5M,34K
805,D. Drinkwater,29,England,Burnley,77,77,8500000,38000,CM,2020,59,66,76,75,71,68,Premier League,UK,Midfielder,8.5M,38K
806,D. Janmaat,29,Netherlands,Watford,77,77,7500000,57000,RB,2020,67,65,73,76,75,74,Premier League,UK,Defender,7.5M,57K
807,A. Dragovic,28,Austria,Bayer 04 Leverkusen,77,77,8.00E+06,52000,CB,2021,65,51,60,64,77,75,Bundesliga,Germany,Defender,8M,52K
808,A. Westwood,29,England,Burnley,77,77,8500000,38000,CM,2020,60,60,79,74,74,76,Premier League,UK,Midfielder,8.5M,38K
809,D. Latza,29,Germany,1. FSV Mainz 05,77,77,8500000,30000,CM,2021,66,57,75,74,72,76,Bundesliga,Germany,Midfielder,8.5M,30K
810,Victor Sánchez,31,Spain,RCD Espanyol,77,77,7500000,28000,CM,2021,55,63,77,73,75,66,La Liga,Spain,Midfielder,7.5M,28K
811,T. Pukki,29,Finland,Norwich City,77,77,9.00E+06,53000,ST,2022,77,75,58,75,33,69,Premier League,UK,Forward,9M,53K
812,J. Kucka,32,Slovakia,Parma,77,77,6500000,42000,CM,2022,60,72,72,74,77,88,Serie A,Italy,Midfielder,6.5M,42K
813,T. Rincón,31,Venezuela,Torino,77,77,7500000,42000,CM,2022,68,59,71,76,76,80,Serie A,Italy,Midfielder,7.5M,42K
814,Y. Malli,27,Turkey,VfL Wolfsburg,77,77,9500000,43000,LM,2021,71,68,76,81,33,57,Bundesliga,Germany,Midfielder,9.5M,43K
815,C. Tosun,28,Turkey,Everton,77,77,9.00E+06,80000,ST,2022,71,77,66,73,36,73,Premier League,UK,Forward,9M,80K
816,G. Burgstaller,30,Austria,FC Schalke 04,77,77,8500000,34000,ST,2022,67,76,66,72,38,84,Bundesliga,Germany,Forward,8.5M,34K
817,Rômulo,32,Italy,Genoa,77,77,7.00E+06,19000,RM,2020,78,66,76,79,70,71,Serie A,Italy,Midfielder,7M,19K
818,J. Martin,29,France,RC Strasbourg Alsace,77,77,8500000,31000,CM,2020,62,69,77,75,68,73,Ligue 1,France,Midfielder,8.5M,31K
819,Sergio León,30,Spain,Levante UD,77,77,8500000,27000,ST,2022,77,78,64,78,43,69,La Liga,Spain,Forward,8.5M,27K
820,Arbilla,32,Spain,SD Eibar,77,77,5500000,22000,CB,2021,59,56,71,67,75,76,La Liga,Spain,Defender,5.5M,22K
821,R. Saponara,27,Italy,Genoa,77,77,9500000,19000,CAM,2020,68,67,77,80,43,61,Serie A,Italy,Midfielder,9.5M,19K
822,L. Tonelli,29,Italy,Napoli,77,77,7500000,53000,CB,2020,64,31,44,59,79,71,Serie A,Italy,Defender,7.5M,53K
823,E. Bicakcic,29,Bosnia Herzegovina,TSG 1899 Hoffenheim,77,77,7500000,33000,CB,2022,57,37,50,47,78,78,Bundesliga,Germany,Defender,7.5M,33K
824,F. Fajr,30,Morocco,Getafe CF,77,77,8.00E+06,24000,CM,2021,63,73,79,77,68,67,La Liga,Spain,Midfielder,8M,24K
825,L. Castro,30,Argentina,Cagliari,77,77,8.00E+06,33000,CM,2021,71,67,78,80,64,66,Serie A,Italy,Midfielder,8M,33K
826,V. Chiriche<U+0219>,29,Romania,Napoli,77,77,7500000,53000,CB,2022,63,64,56,62,80,69,Serie A,Italy,Defender,7.5M,53K
827,Marçal,30,Brazil,Olympique Lyonnais,77,77,7.00E+06,54000,LB,2021,77,57,71,73,76,75,Ligue 1,France,Defender,7M,54K
828,Roger,28,Spain,Levante UD,77,77,9.00E+06,28000,ST,2023,76,78,60,74,41,69,La Liga,Spain,Forward,9M,28K
829,R. Saïss,29,Morocco,Wolverhampton Wanderers,77,77,7500000,68000,CDM,2021,62,53,70,69,76,74,Premier League,UK,Midfielder,7.5M,68K
830,Nacho,30,Spain,Real Valladolid CF,77,77,7.00E+06,20000,LB,2022,84,55,66,70,75,70,La Liga,Spain,Defender,7M,20K
831,F. Ferreyra,28,Argentina,RCD Espanyol,77,77,9.00E+06,32000,ST,2020,65,76,59,74,31,68,La Liga,Spain,Forward,9M,32K
832,M. Sportiello,27,Italy,Atalanta,77,77,6500000,36000,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,6.5M,36K
833,J. Palomino,29,Argentina,Atalanta,77,77,7500000,47000,CB,2020,52,32,55,58,78,80,Serie A,Italy,Defender,7.5M,47K
834,A. Marušic,26,Montenegro,Lazio,77,77,9500000,45000,RM,2022,87,71,72,76,72,76,Serie A,Italy,Midfielder,9.5M,45K
835,Sergi Guardiola,28,Spain,Real Valladolid CF,77,77,9.00E+06,24000,ST,2023,76,77,62,77,30,77,La Liga,Spain,Forward,9M,24K
836,P. Foden,19,England,Manchester City,76,90,16500000,52000,CAM,2024,74,64,74,79,55,55,Premier League,UK,Midfielder,16.5M,52K
837,M. Kean,19,Italy,Everton,76,89,14500000,43000,ST,2024,81,72,50,77,30,68,Premier League,UK,Forward,14.5M,43K
838,Rodrygo,18,Brazil,Real Madrid,76,89,1.40E+07,47000,LW,2025,85,72,65,80,29,57,La Liga,Spain,Forward,14M,47K
839,A. Lunin,20,Ukraine,Real Valladolid CF,76,88,1.10E+07,10000,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,11M,10K
840,A. Maier,20,Germany,Hertha BSC,76,87,1.30E+07,20000,CM,2022,67,57,72,75,68,70,Bundesliga,Germany,Midfielder,13M,20K
841,R. Mandragora,22,Italy,Udinese,76,86,1.20E+07,15000,CM,2023,58,63,73,75,74,73,Serie A,Italy,Midfielder,12M,15K
842,K. Tierney,22,Scotland,Arsenal,76,86,1.10E+07,52000,LB,2024,88,59,70,74,71,81,Premier League,UK,Defender,11M,52K
843,G. Mancini,23,Italy,Roma,76,86,11500000,29000,CB,2020,55,45,44,50,77,75,Serie A,Italy,Defender,11.5M,29K
844,A. Lookman,21,England,RB Leipzig,76,86,12500000,32000,RM,2024,82,74,68,83,28,61,Bundesliga,Germany,Midfielder,12.5M,32K
845,T. Adams,20,United States,RB Leipzig,76,86,11500000,28000,CDM,2023,76,48,67,72,73,75,Bundesliga,Germany,Midfielder,11.5M,28K
846,R. Orsolini,22,Italy,Bologna,76,86,12500000,27000,CAM,2022,78,69,73,80,39,60,Serie A,Italy,Midfielder,12.5M,27K
847,E. N'Dicka,19,France,Eintracht Frankfurt,76,86,1.10E+07,15000,CB,2023,68,44,59,61,76,74,Bundesliga,Germany,Defender,11M,15K
848,W. McKennie,20,United States,FC Schalke 04,76,86,12500000,21000,CM,2024,68,64,69,74,76,83,Bundesliga,Germany,Midfielder,12.5M,21K
849,J. Koundé,20,France,Sevilla FC,76,86,11500000,11000,CB,2024,70,31,48,62,78,69,La Liga,Spain,Defender,11.5M,11K
850,Kangin Lee,18,Korea Republic,Valencia CF,76,86,11500000,11000,CAM,2022,72,71,75,80,27,49,La Liga,Spain,Midfielder,11.5M,11K
851,T. Castagne,23,Belgium,Atalanta,76,85,1.20E+07,40000,LM,2020,82,56,69,75,73,68,Serie A,Italy,Midfielder,12M,40K
852,Edu Expósito,22,Spain,SD Eibar,76,85,11500000,20000,CM,2024,56,68,70,74,65,55,La Liga,Spain,Midfielder,11.5M,20K
853,T. Abraham,21,England,Chelsea,76,85,1.20E+07,67000,ST,2022,74,74,57,69,31,68,Premier League,UK,Forward,12M,67K
854,Aleñá,21,Spain,FC Barcelona,76,85,1.20E+07,81000,CM,2022,75,68,73,78,61,62,La Liga,Spain,Midfielder,12M,81K
855,A. Ndiaye,22,Senegal,Getafe CF,76,85,1.20E+07,20000,LM,2022,87,70,67,81,46,66,La Liga,Spain,Midfielder,12M,20K
856,I. Sangaré,21,Ivory Coast,Toulouse Football Club,76,85,1.10E+07,18000,CDM,2022,68,64,72,72,74,80,Ligue 1,France,Midfielder,11M,18K
857,F. Benkovic,21,Croatia,Leicester City,76,85,1.10E+07,43000,CB,2023,64,46,56,56,75,82,Premier League,UK,Defender,11M,43K
858,S. Chukwueze,20,Nigeria,Villarreal CF,76,85,1.20E+07,22000,RM,2023,87,72,66,82,36,57,La Liga,Spain,Midfielder,12M,22K
859,P. Gollini,24,Italy,Atalanta,76,84,8500000,28000,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,8.5M,28K
860,I. Pussetto,23,Argentina,Udinese,76,84,11500000,17000,ST,2023,80,74,62,77,25,65,Serie A,Italy,Forward,11.5M,17K
861,M. Locatelli,21,Italy,Sassuolo,76,84,10500000,30000,CDM,2023,60,63,74,74,75,70,Serie A,Italy,Midfielder,10.5M,30K
862,M. Çelik,22,Turkey,LOSC Lille,76,84,1.00E+07,27000,RB,2023,81,42,70,71,73,74,Ligue 1,France,Defender,10M,27K
863,Álex Remiro,24,Spain,Real Sociedad,76,84,8500000,16000,GK,2023,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,8.5M,16K
864,X. Schlager,21,Austria,VfL Wolfsburg,76,84,11500000,30000,CM,2023,78,68,71,77,65,74,Bundesliga,Germany,Midfielder,11.5M,30K
865,J. Brekalo,21,Croatia,VfL Wolfsburg,76,84,11500000,33000,LW,2023,82,65,69,82,36,52,Bundesliga,Germany,Forward,11.5M,33K
