,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos,, Value_Euros , Value_Euros1 
767,E. Alfonso,31,Italy,Brescia,73,73,€2.6M,€9K,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,2.6M,9K,"E. Alfonso, GK",,"2,600,000.00",2600000
768,E. Ampadu,18,Wales,RB Leipzig,67,86,€1.5M,€4K,CB,2020,61,30,54,59,66,66,Bundesliga,Germany,Defender,1.5M,4K,"E. Ampadu, CB",,"1,500,000.00",1500000
769,E. Apeh,22,Nigeria,RC Celta,69,78,€1.6M,€10K,ST,2020,72,66,54,67,26,62,La Liga,Spain,Forward,1.6M,10K,"E. Apeh, ST",,"1,600,000.00",1600000
770,E. Audero,22,Italy,Sampdoria,77,87,€11.5M,€21K,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,11.5M,21K,"E. Audero, GK",,"11,500,000.00",11500000
771,E. Ávila,25,Argentina,CA Osasuna,75,80,€9M,€29K,ST,2023,78,76,63,74,43,75,La Liga,Spain,Forward,9M,29K,"E. Ávila, ST",,"9,000,000.00",9000000
772,E. Badu,28,Ghana,Hellas Verona,75,75,€6M,€16K,CDM,2020,78,67,70,77,72,72,Serie A,Italy,Midfielder,6M,16K,"E. Badu, CDM",,"6,000,000.00",6000000
773,E. Bailly,25,Ivory Coast,Manchester United,80,83,€16.5M,€105K,CB,2020,76,42,58,62,79,80,Premier League,UK,Defender,16.5M,105K,"E. Bailly, CB",,"16,500,000.00",16500000
774,E. Banega,31,Argentina,Sevilla FC,83,83,€19.5M,€26K,CDM,2020,61,73,84,82,77,70,La Liga,Spain,Midfielder,19.5M,26K,"E. Banega, CDM",,"19,500,000.00",19500000
775,E. Bardhi,23,FYR Macedonia,Levante UD,78,84,€14M,€23K,CM,2022,72,81,78,80,63,56,La Liga,Spain,Midfielder,14M,23K,"E. Bardhi, CM",,"14,000,000.00",14000000
776,E. Barreto,34,Paraguay,Sampdoria,72,72,€1.5M,€23K,CM,2020,59,66,72,68,73,67,Serie A,Italy,Midfielder,1.5M,23K,"E. Barreto, CM",,"1,500,000.00",1500000
777,E. Berisha,30,Albania,SPAL,76,76,€5M,€11K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,5M,11K,"E. Berisha, GK",,"5,000,000.00",5000000
778,E. Bicakcic,29,Bosnia Herzegovina,TSG 1899 Hoffenheim,77,77,€7.5M,€33K,CB,2022,57,37,50,47,78,78,Bundesliga,Germany,Defender,7.5M,33K,"E. Bicakcic, CB",,"7,500,000.00",7500000
779,E. Brignola,19,Italy,Sassuolo,70,84,€3.8M,€14K,CAM,2023,71,64,64,73,21,54,Serie A,Italy,Midfielder,3.8M,14K,"E. Brignola, CAM",,"3,800,000.00",3800000
780,E. Buendía,22,Argentina,Norwich City,74,81,€8M,€34K,RM,2024,73,66,74,78,61,62,Premier League,UK,Midfielder,8M,34K,"E. Buendía, RM",,"8,000,000.00",8000000
781,E. Burgos,27,Argentina,SD Eibar,71,74,€2.6M,€13K,CB,2022,48,34,46,52,71,80,La Liga,Spain,Defender,2.6M,13K,"E. Burgos, CB",,"2,600,000.00",2600000
782,E. Cabaco,24,Uruguay,Levante UD,75,81,€8M,€17K,CB,2022,61,41,48,54,75,77,La Liga,Spain,Defender,8M,17K,"E. Cabaco, CB",,"8,000,000.00",8000000
783,E. Can,25,Germany,Juventus,81,86,€23M,€110K,CM,2022,70,68,77,79,81,84,Serie A,Italy,Midfielder,23M,110K,"E. Can, CM",,"23,000,000.00",23000000
784,E. Capoue,30,France,Watford,80,80,€12M,€68K,CDM,2022,52,71,74,73,78,77,Premier League,UK,Midfielder,12M,68K,"E. Capoue, CDM",,"12,000,000.00",12000000
785,E. Cavani,32,Uruguay,Paris Saint-Germain,88,88,€47M,€195K,ST,2020,75,86,72,79,55,83,Ligue 1,France,Forward,47M,195K,"E. Cavani, ST",,"47,000,000.00",47000000
786,E. Choupo-Moting,30,Cameroon,Paris Saint-Germain,76,76,€7.5M,€67K,ST,2020,76,71,68,77,37,71,Ligue 1,France,Forward,7.5M,67K,"E. Choupo-Moting, ST",,"7,500,000.00",7500000
787,E. Demirovic,21,Bosnia Herzegovina,Deportivo Alaves,67,79,€1.4M,€6K,ST,2021,62,70,43,63,36,68,La Liga,Spain,Forward,1.4M,6K,"E. Demirovic, ST",,"1,400,000.00",1400000
788,E. Dier,25,England,Tottenham Hotspur,79,83,€14.5M,€77K,CDM,2021,54,63,71,64,80,84,Premier League,UK,Midfielder,14.5M,77K,"E. Dier, CDM",,"14,500,000.00",14500000
789,E. Dubickas,20,Lithuania,Lecce,52,59,€70K,€2K,CF,2021,68,51,45,59,22,51,Serie A,Italy,Forward,70K,2K,"E. Dubickas, CF",,"70,000.00",70000
790,E. Durm,27,Germany,Eintracht Frankfurt,74,75,€5.5M,€26K,LB,2023,76,53,65,68,72,70,Bundesliga,Germany,Defender,5.5M,26K,"E. Durm, LB",,"5,500,000.00",5500000
791,E. Džeko,33,Bosnia Herzegovina,Roma,84,84,€19.5M,€75K,ST,2022,60,84,71,75,46,73,Serie A,Italy,Forward,19.5M,75K,"E. Džeko, ST",,"19,500,000.00",19500000
792,E. Elmas,19,FYR Macedonia,Napoli,71,84,€4.4M,€18K,CM,2024,66,68,69,73,57,67,Serie A,Italy,Midfielder,4.4M,18K,"E. Elmas, CM",,"4,400,000.00",4400000
793,E. Eyibil,18,Germany,1. FSV Mainz 05,59,79,€325K,€1K,CAM,2020,66,45,60,63,35,49,Bundesliga,Germany,Midfielder,325K,1K,"E. Eyibil, CAM",,"325,000.00",325000
794,E. Fernandes,23,Switzerland,1. FSV Mainz 05,72,80,€4.5M,€17K,CM,2023,72,67,67,71,60,72,Bundesliga,Germany,Midfielder,4.5M,17K,"E. Fernandes, CM",,"4,500,000.00",4500000
795,E. Forsberg,27,Sweden,RB Leipzig,82,83,€25.5M,€67K,CAM,2022,70,71,81,83,33,62,Bundesliga,Germany,Midfielder,25.5M,67K,"E. Forsberg, CAM",,"25,500,000.00",25500000
796,E. Garay,32,Argentina,Valencia CF,83,83,€16.5M,€48K,CB,2020,43,60,67,62,82,81,La Liga,Spain,Defender,16.5M,48K,"E. Garay, CB",,"16,500,000.00",16500000
797,E. Gnahore,25,France,Amiens SC,75,80,€8.5M,€18K,CM,2022,66,67,71,73,68,77,Ligue 1,France,Midfielder,8.5M,18K,"E. Gnahore, CM",,"8,500,000.00",8500000
798,E. Goldaniga,25,Italy,Sassuolo,73,74,€4.2M,€32K,CB,2022,48,33,41,51,73,70,Serie A,Italy,Defender,4.2M,32K,"E. Goldaniga, CB",,"4,200,000.00",4200000
799,E. Hallfreðsson,35,Iceland,Udinese,71,71,€1M,€8K,CM,2022,54,62,73,72,70,67,Serie A,Italy,Midfielder,1M,8K,"E. Hallfreðsson, CM",,"1,000,000.00",1000000
800,E. Hazard,28,Belgium,Real Madrid,91,91,€90M,€470K,LW,2024,91,83,86,94,35,66,La Liga,Spain,Forward,90M,470K,"E. Hazard, LW",,"90,000,000.00",90000000
801,E. Hysaj,25,Albania,Napoli,80,84,€17M,€60K,RB,2021,79,51,68,75,78,74,Serie A,Italy,Defender,17M,60K,"E. Hysaj, RB",,"17,000,000.00",17000000
802,E. Jakupovic,34,Switzerland,Leicester City,68,68,€400K,€19K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,400K,19K,"E. Jakupovic, GK",,"400,000.00",400000
803,E. Kawashima,36,Japan,RC Strasbourg Alsace,70,70,€300K,€7K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,300K,7K,"E. Kawashima, GK",,"300,000.00",300000
804,E. Konsa,21,England,Aston Villa,70,80,€2.6M,€18K,CB,2023,76,38,58,69,68,70,Premier League,UK,Defender,2.6M,18K,"E. Konsa, CB",,"2,600,000.00",2600000
805,E. Koulouris,23,Greece,Toulouse Football Club,72,78,€4.3M,€19K,ST,2023,69,71,53,67,27,60,Ligue 1,France,Forward,4.3M,19K,"E. Koulouris, ST",,"4,300,000.00",4300000
806,E. Krafth,24,Sweden,Newcastle United,74,78,€6.5M,€26K,RB,2023,73,52,66,70,74,71,Premier League,UK,Defender,6.5M,26K,"E. Krafth, RB",,"6,500,000.00",6500000
807,E. Kwateng,22,France,FC Girondins de Bordeaux,72,79,€3.9M,€17K,RB,2023,67,36,63,68,73,63,Ligue 1,France,Defender,3.9M,17K,"E. Kwateng, RB",,"3,900,000.00",3900000
808,E. Lamela,27,Argentina,Tottenham Hotspur,80,80,€15.5M,€94K,RM,2022,75,77,79,82,51,72,Premier League,UK,Midfielder,15.5M,94K,"E. Lamela, RM",,"15,500,000.00",15500000
809,E. Lancini,25,Italy,Brescia,67,72,€900K,€4K,CB,2024,66,34,42,50,66,72,Serie A,Italy,Defender,900K,4K,"E. Lancini, CB",,"900,000.00",900000
810,E. Loiodice,18,France,Dijon FCO,64,84,€925K,€1K,CM,2021,56,45,59,70,56,47,Ligue 1,France,Midfielder,925K,1K,"E. Loiodice, CM",,"925,000.00",925000
811,E. Lowen,22,Germany,Hertha BSC,74,81,€8M,€20K,CM,2024,66,62,70,69,70,87,Bundesliga,Germany,Midfielder,8M,20K,"E. Lowen, CM",,"8,000,000.00",8000000
812,E. Mangala,28,France,Valencia CF,76,78,€8M,€30K,CB,2021,61,42,53,51,74,79,La Liga,Spain,Defender,8M,30K,"E. Mangala, CB",,"8,000,000.00",8000000
813,E. Martínez,26,Argentina,Arsenal,75,80,€6.5M,€46K,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,6.5M,46K,"E. Martínez, GK",,"6,500,000.00",6500000
814,E. Mendy,27,Senegal,Stade Rennais FC,77,80,€8M,€30K,GK,2023,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,8M,30K,"E. Mendy, GK",,"8,000,000.00",8000000
815,E. Millot,16,France,AS Monaco,63,86,€800K,€1K,CM,2022,73,55,63,70,50,48,Ligue 1,France,Midfielder,800K,1K,"E. Millot, CM",,"800,000.00",800000
816,E. N'Dicka,19,France,Eintracht Frankfurt,76,86,€11M,€15K,CB,2023,68,44,59,61,76,74,Bundesliga,Germany,Defender,11M,15K,"E. N'Dicka, CB",,"11,000,000.00",11000000
817,E. Ndoj,22,Albania,Brescia,69,79,€1.7M,€6K,CM,2022,76,58,67,70,65,67,Serie A,Italy,Midfielder,1.7M,6K,"E. Ndoj, CM",,"1,700,000.00",1700000
818,E. Oelschlägel,23,Germany,Borussia Dortmund,65,71,€550K,€9K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,550K,9K,"E. Oelschlägel, GK",,"550,000.00",550000
819,E. Pieters,30,Netherlands,Burnley,73,73,€3.2M,€25K,LB,2021,66,40,69,69,73,78,Premier League,UK,Defender,3.2M,25K,"E. Pieters, LB",,"3,200,000.00",3200000
820,E. Pulgar,25,Chile,Fiorentina,78,83,€12.5M,€45K,CDM,2024,64,61,75,74,76,78,Serie A,Italy,Midfielder,12.5M,45K,"E. Pulgar, CDM",,"12,500,000.00",12500000
821,E. Rexhbecaj,21,Kosovo,VfL Wolfsburg,72,80,€4.6M,€21K,CM,2023,66,58,70,72,64,65,Bundesliga,Germany,Midfielder,4.6M,21K,"E. Rexhbecaj, CM",,"4,600,000.00",4600000
822,E. Schelotto,30,Italy,Brighton & Hove Albion,73,73,€3.2M,€33K,RB,2020,67,61,68,73,71,73,Premier League,UK,Defender,3.2M,33K,"E. Schelotto, RB",,"3,200,000.00",3200000
823,E. Simms,18,England,Everton,64,84,€950K,€7K,ST,2023,77,64,50,59,25,58,Premier League,UK,Forward,950K,7K,"E. Simms, ST",,"950,000.00",950000
824,E. Skhiri,24,Tunisia,1. FC Koln,78,82,€12M,€24K,CDM,2023,66,68,72,74,79,74,Bundesliga,Germany,Midfielder,12M,24K,"E. Skhiri, CDM",,"12,000,000.00",12000000
825,E. Smith Rowe,18,England,Arsenal,65,83,€1.1M,€7K,LW,2022,79,63,59,68,32,47,Premier League,UK,Forward,1.1M,7K,"E. Smith Rowe, LW",,"1,100,000.00",1100000
826,E. Stevens,28,Republic of Ireland,Sheffield United,74,74,€4.8M,€29K,LWB,2022,70,45,63,69,72,73,Premier League,UK,Defender,4.8M,29K,"E. Stevens, LWB",,"4,800,000.00",4800000
827,E. Suliman,21,England,Aston Villa,55,67,€130K,€5K,CB,2020,53,32,41,44,53,60,Premier League,UK,Defender,130K,5K,"E. Suliman, CB",,"130,000.00",130000
828,E. Sylvestre,19,France,OGC Nice,65,78,€1M,€5K,RW,2022,65,64,58,71,27,45,Ligue 1,France,Forward,1M,5K,"E. Sylvestre, RW",,"1,000,000.00",1000000
829,E. Thommy,24,Germany,Fortuna Dusseldorf,72,75,€3.9M,€18K,LM,2020,77,67,71,75,33,52,Bundesliga,Germany,Midfielder,3.9M,18K,"E. Thommy, LM",,"3,900,000.00",3900000
830,E. Torregrossa,27,Italy,Brescia,70,71,€2.1M,€9K,ST,2024,73,68,52,66,23,73,Serie A,Italy,Forward,2.1M,9K,"E. Torregrossa, ST",,"2,100,000.00",2100000
831,E. Ünal,22,Turkey,Real Valladolid CF,77,84,€12.5M,€20K,ST,2020,72,77,64,76,36,78,La Liga,Spain,Forward,12.5M,20K,"E. Ünal, ST",,"12,500,000.00",12500000
832,E. Youan,20,France,FC Nantes,61,77,€550K,€4K,ST,2022,66,63,46,60,23,48,Ligue 1,France,Forward,550K,4K,"E. Youan, ST",,"550,000.00",550000
833,eder Militão,21,Brazil,Real Madrid,81,88,€23M,€105K,CB,2025,79,50,66,71,81,81,La Liga,Spain,Defender,23M,105K,"eder Militão, CB",,"23,000,000.00",23000000
834,Ederson,25,Brazil,Manchester City,88,91,€54.5M,€185K,GK,2024,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,54.5M,185K,"Ederson, GK",,"54,500,000.00",54500000
835,Edgar,22,Spain,Real Betis,62,71,€425K,€3K,CB,2020,41,27,52,40,62,65,La Liga,Spain,Defender,425K,3K,"Edgar, CB",,"425,000.00",425000
836,Edu Espiau,24,Spain,Villarreal CF,64,69,€625K,€6K,ST,2020,64,63,52,60,25,58,La Liga,Spain,Forward,625K,6K,"Edu Espiau, ST",,"625,000.00",625000
837,Edu Expósito,22,Spain,SD Eibar,76,85,€11.5M,€20K,CM,2024,56,68,70,74,65,55,La Liga,Spain,Midfielder,11.5M,20K,"Edu Expósito, CM",,"11,500,000.00",11500000
838,Elias Ramírez,20,Spain,RCD Mallorca,60,77,€375K,€2K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,375K,2K,"Elias Ramírez, GK",,"375,000.00",375000
839,Eliseo Falcón,22,Spain,Levante UD,61,71,€375K,€3K,CB,2020,37,29,43,43,60,67,La Liga,Spain,Defender,375K,3K,"Eliseo Falcón, CB",,"375,000.00",375000
840,Emerson,24,Italy,Chelsea,77,82,€10.5M,€68K,LB,2022,79,59,68,78,74,62,Premier League,UK,Defender,10.5M,68K,"Emerson, LB",,"10,500,000.00",10500000
841,Emerson,20,Brazil,Real Betis,71,83,€3.9M,€9K,RB,2021,82,56,61,67,67,73,La Liga,Spain,Defender,3.9M,9K,"Emerson, RB",,"3,900,000.00",3900000
842,Endika,22,Spain,CA Osasuna,63,70,€450K,€5K,LB,2022,69,36,50,56,59,70,La Liga,Spain,Defender,450K,5K,"Endika, LB",,"450,000.00",450000
843,Eneko Capilla,24,Spain,Real Sociedad,67,74,€1.1M,€8K,CAM,2020,57,56,65,70,36,39,La Liga,Spain,Midfielder,1.1M,8K,"Eneko Capilla, CAM",,"1,100,000.00",1100000
844,Enric Gallego,32,Spain,Getafe CF,74,74,€4.5M,€22K,ST,2022,64,75,54,65,25,72,La Liga,Spain,Forward,4.5M,22K,"Enric Gallego, ST",,"4,500,000.00",4500000
845,Eraso,29,Spain,CD Leganes,74,74,€5.5M,€26K,CAM,2020,53,71,72,69,58,74,La Liga,Spain,Midfielder,5.5M,26K,"Eraso, CAM",,"5,500,000.00",5500000
846,Eric García,18,Spain,Manchester City,66,83,€1.2M,€7K,CB,2022,58,34,53,59,65,64,Premier League,UK,Defender,1.2M,7K,"Eric García, CB",,"1,200,000.00",1200000
847,Escudero,29,Spain,Sevilla FC,79,79,€10.5M,€20K,LB,2021,72,63,74,71,79,72,La Liga,Spain,Defender,10.5M,20K,"Escudero, LB",,"10,500,000.00",10500000
848,Etxeita,31,Spain,Getafe CF,73,73,€3M,€17K,CB,2021,44,35,47,56,71,77,La Liga,Spain,Defender,3M,17K,"Etxeita, CB",,"3,000,000.00",3000000
849,Ezkieta,22,Spain,Athletic Club de Bilbao,63,73,€475K,€3K,GK,2023,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,3K,"Ezkieta, GK",,"475,000.00",475000
850,F. Acerbi,31,Italy,Lazio,83,83,€19M,€64K,CB,2023,56,50,61,63,86,82,Serie A,Italy,Defender,19M,64K,"F. Acerbi, CB",,"19,000,000.00",19000000
851,F. Adorni,19,Italy,Parma,58,73,€230K,€2K,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,230K,2K,"F. Adorni, GK",,"230,000.00",230000
852,F. Alastra,21,Italy,Parma,65,76,€750K,€5K,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,750K,5K,"F. Alastra, GK",,"750,000.00",750000
853,F. Andone,26,Romania,Brighton & Hove Albion,76,79,€9.5M,€48K,ST,2023,75,75,63,73,51,78,Premier League,UK,Forward,9.5M,48K,"F. Andone, ST",,"9,500,000.00",9500000
854,F. Aye,22,France,Brescia,72,81,€4.9M,€10K,ST,2022,84,70,52,69,24,74,Serie A,Italy,Forward,4.9M,10K,"F. Aye, ST",,"4,900,000.00",4900000
855,F. Baak,20,Germany,Hertha BSC,62,73,€475K,€3K,CB,2022,52,33,42,44,59,67,Bundesliga,Germany,Defender,475K,3K,"F. Baak, CB",,"475,000.00",475000
856,F. Bahlouli,24,France,LOSC Lille,69,75,€1.4M,€14K,CAM,2020,65,60,66,75,44,62,Ligue 1,France,Midfielder,1.4M,14K,"F. Bahlouli, CAM",,"1,400,000.00",1400000
857,F. Balbuena,27,Paraguay,West Ham United,79,82,€13.5M,€76K,CB,2021,56,40,52,50,80,79,Premier League,UK,Defender,13.5M,76K,"F. Balbuena, CB",,"13,500,000.00",13500000
858,F. Ballo-Toure,22,France,AS Monaco,72,82,€4.5M,€19K,LB,2023,82,46,69,71,68,67,Ligue 1,France,Defender,4.5M,19K,"F. Ballo-Toure, LB",,"4,500,000.00",4500000
859,F. Balmont,39,France,Dijon FCO,69,69,€260K,€5K,CM,2020,33,64,71,65,71,54,Ligue 1,France,Midfielder,260K,5K,"F. Balmont, CM",,"260,000.00",260000
860,F. Barba,25,Italy,Real Valladolid CF,73,78,€4.8M,€14K,CB,2020,69,30,58,60,73,70,La Liga,Spain,Defender,4.8M,14K,"F. Barba, CB",,"4,800,000.00",4800000
861,F. Bartels,32,Germany,SV Werder Bremen,75,75,€5M,€25K,RM,2020,73,70,73,80,44,48,Bundesliga,Germany,Midfielder,5M,25K,"F. Bartels, RM",,"5,000,000.00",5000000
862,F. Benkovic,21,Croatia,Leicester City,76,85,€11M,€43K,CB,2023,64,46,56,56,75,82,Premier League,UK,Defender,11M,43K,"F. Benkovic, CB",,"11,000,000.00",11000000
863,F. Bernardeschi,25,Italy,Juventus,83,85,€31.5M,€130K,RM,2022,81,75,81,87,60,66,Serie A,Italy,Midfielder,31.5M,130K,"F. Bernardeschi, RM",,"31,500,000.00",31500000
864,F. Bloch,19,France,Toulouse Football Club,53,66,€90K,€1K,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,90K,1K,"F. Bloch, GK",,"90,000.00",90000
865,F. Bonazzoli,22,Italy,Sampdoria,68,76,€1.3M,€12K,ST,2021,72,64,51,65,28,62,Serie A,Italy,Forward,1.3M,12K,"F. Bonazzoli, ST",,"1,300,000.00",1300000
866,F. Borini,28,Italy,Milan,76,76,€8M,€39K,LW,2021,74,74,72,78,45,69,Serie A,Italy,Forward,8M,39K,"F. Borini, LW",,"8,000,000.00",8000000
867,F. Boulaya,26,Algeria,FC Metz,73,74,€4.7M,€17K,RW,2022,76,65,70,78,25,52,Ligue 1,France,Forward,4.7M,17K,"F. Boulaya, RW",,"4,700,000.00",4700000
868,F. Bradaric,27,Croatia,Cagliari,70,70,€1.8M,€17K,CM,2023,61,53,69,66,68,65,Serie A,Italy,Midfielder,1.8M,17K,"F. Bradaric, CM",,"1,800,000.00",1800000
869,F. Cacciatore,32,Italy,Cagliari,72,72,€1.9M,€20K,RB,2020,68,53,60,63,73,74,Serie A,Italy,Defender,1.9M,20K,"F. Cacciatore, RB",,"1,900,000.00",1900000
870,F. Caicedo,30,Ecuador,Lazio,78,78,€10M,€52K,CF,2020,74,76,71,75,44,81,Serie A,Italy,Forward,10M,52K,"F. Caicedo, CF",,"10,000,000.00",10000000
871,F. Caputo,31,Italy,Sassuolo,75,75,€6M,€47K,ST,2022,84,76,58,73,29,67,Serie A,Italy,Forward,6M,47K,"F. Caputo, ST",,"6,000,000.00",6000000
872,F. Cassata,21,Italy,Genoa,69,80,€1.8M,€6K,CM,2020,65,48,68,71,54,59,Serie A,Italy,Midfielder,1.8M,6K,"F. Cassata, CM",,"1,800,000.00",1800000
873,F. Ceccherini,27,Italy,Fiorentina,71,73,€2.5M,€26K,CB,2022,53,15,34,50,71,75,Serie A,Italy,Defender,2.5M,26K,"F. Ceccherini, CB",,"2,500,000.00",2500000
874,F. Centonze,23,France,FC Metz,71,77,€2.9M,€10K,RB,2024,78,53,65,71,67,75,Ligue 1,France,Defender,2.9M,10K,"F. Centonze, RB",,"2,900,000.00",2900000
875,F. Ceravolo,32,Italy,Parma,72,72,€2.5M,€30K,ST,2020,74,71,60,74,33,66,Serie A,Italy,Forward,2.5M,30K,"F. Ceravolo, ST",,"2,500,000.00",2500000
876,F. Chabrolle,21,France,Olympique de Marseille,65,76,€925K,€6K,CAM,2021,63,57,63,70,31,48,Ligue 1,France,Midfielder,925K,6K,"F. Chabrolle, CAM",,"925,000.00",925000
877,F. Chafik,32,Morocco,Dijon FCO,72,72,€1.9M,€10K,RB,2020,67,52,58,69,71,74,Ligue 1,France,Defender,1.9M,10K,"F. Chafik, RB",,"1,900,000.00",1900000
878,F. Chiesa,21,Italy,Fiorentina,79,87,€18.5M,€48K,RW,2022,85,74,71,83,44,64,Serie A,Italy,Forward,18.5M,48K,"F. Chiesa, RW",,"18,500,000.00",18500000
879,F. Coquelin,28,France,Valencia CF,80,80,€14.5M,€43K,CM,2022,70,66,75,78,78,77,La Liga,Spain,Midfielder,14.5M,43K,"F. Coquelin, CM",,"14,500,000.00",14500000
880,F. Cosenza,33,Italy,Lecce,65,65,€260K,€4K,CB,2020,47,34,34,38,64,78,Serie A,Italy,Defender,260K,4K,"F. Cosenza, CB",,"260,000.00",260000
881,F. Dahmen,21,Germany,1. FSV Mainz 05,63,75,€525K,€3K,GK,2023,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,525K,3K,"F. Dahmen, GK",,"525,000.00",525000
882,F. de Jong,22,Netherlands,FC Barcelona,85,91,€52M,€195K,CM,2024,79,64,84,87,76,76,La Liga,Spain,Midfielder,52M,195K,"F. de Jong, CM",,"52,000,000.00",52000000
883,F. Delph,29,England,Everton,77,77,€7.5M,€68K,LB,2022,69,70,76,79,73,74,Premier League,UK,Defender,7.5M,68K,"F. Delph, LB",,"7,500,000.00",7500000
884,F. Depaoli,22,Italy,Sampdoria,70,79,€2.5M,€14K,RB,2024,73,53,68,71,67,54,Serie A,Italy,Defender,2.5M,14K,"F. Depaoli, RB",,"2,500,000.00",2500000
885,F. Di Francesco,25,Italy,SPAL,76,79,€9.5M,€16K,LW,2020,81,67,73,81,40,61,Serie A,Italy,Forward,9.5M,16K,"F. Di Francesco, LW",,"9,500,000.00",9500000
886,F. Diabate,23,Mali,Leicester City,70,76,€2.4M,€35K,RW,2022,78,66,60,76,23,50,Premier League,UK,Forward,2.4M,35K,"F. Diabate, RW",,"2,400,000.00",2400000
887,F. Dimarco,21,Italy,Inter,66,75,€900K,€10K,LB,2023,62,33,66,61,65,59,Serie A,Italy,Defender,900K,10K,"F. Dimarco, LB",,"900,000.00",900000
888,F. Ðuricic,27,Serbia,Sassuolo,74,75,€6.5M,€40K,CAM,2022,73,65,72,77,42,57,Serie A,Italy,Midfielder,6.5M,40K,"F. Ðuricic, CAM",,"6,500,000.00",6500000
889,F. El Melali,22,Algeria,Angers SCO,68,76,€1.3M,€9K,RW,2023,72,60,62,76,29,38,Ligue 1,France,Forward,1.3M,9K,"F. El Melali, RW",,"1,300,000.00",1300000
890,F. Fajr,30,Morocco,Getafe CF,77,77,€8M,€24K,CM,2021,63,73,79,77,68,67,La Liga,Spain,Midfielder,8M,24K,"F. Fajr, CM",,"8,000,000.00",8000000
891,F. Falco,27,Italy,Lecce,68,68,€950K,€8K,ST,2022,81,66,68,77,29,56,Serie A,Italy,Forward,950K,8K,"F. Falco, ST",,"950,000.00",950000
892,F. Fazio,32,Argentina,Roma,80,80,€9.5M,€45K,CB,2021,33,41,54,53,82,81,Serie A,Italy,Defender,9.5M,45K,"F. Fazio, CB",,"9,500,000.00",9500000
893,F. Fernández,30,Argentina,Newcastle United,76,76,€6M,€34K,CB,2020,48,28,50,50,77,74,Premier League,UK,Defender,6M,34K,"F. Fernández, CB",,"6,000,000.00",6000000
894,F. Ferreyra,28,Argentina,RCD Espanyol,77,77,€9M,€32K,ST,2020,65,76,59,74,31,68,La Liga,Spain,Forward,9M,32K,"F. Ferreyra, ST",,"9,000,000.00",9000000
895,F. Flecker,23,Austria,1. FC Union Berlin,67,73,€1M,€11K,RM,2021,83,60,58,70,36,54,Bundesliga,Germany,Midfielder,1M,11K,"F. Flecker, RM",,"1,000,000.00",1000000
896,F. Forster,31,England,Southampton,73,73,€2.6M,€29K,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,2.6M,29K,"F. Forster, GK",,"2,600,000.00",2600000
897,F. García,19,Argentina,CD Leganes,64,72,€600K,€3K,CDM,2023,57,49,60,58,63,51,La Liga,Spain,Midfielder,600K,3K,"F. García, CDM",,"600,000.00",600000
898,F. Ghoulam,28,Algeria,Napoli,80,80,€12.5M,€66K,LB,2022,75,64,77,78,78,73,Serie A,Italy,Defender,12.5M,66K,"F. Ghoulam, LB",,"12,500,000.00",12500000
899,F. Giefer,29,Germany,FC Augsburg,70,70,€1.3M,€10K,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,1.3M,10K,"F. Giefer, GK",,"1,300,000.00",1300000
900,F. Gotze,21,Germany,FC Augsburg,66,79,€1.2M,€5K,CB,2022,59,31,51,59,66,64,Bundesliga,Germany,Defender,1.2M,5K,"F. Gotze, CB",,"1,200,000.00",1200000
901,F. Grillitsch,23,Austria,TSG 1899 Hoffenheim,79,83,€16M,€35K,CM,2022,64,59,77,77,68,66,Bundesliga,Germany,Midfielder,16M,35K,"F. Grillitsch, CM",,"16,000,000.00",16000000
902,F. Guilbert,24,France,Aston Villa,76,82,€9.5M,€40K,RB,2023,73,47,66,68,76,75,Premier League,UK,Defender,9.5M,40K,"F. Guilbert, RB",,"9,500,000.00",9500000
